indicator_id,Zone_Id,Percentile,Value
10,1,80,0.0
10,1,85,0.03331203758716583
10,1,90,0.05002433806657791
10,1,95,0.26671838760375977
10,1,97.5,0.6024488061666489
10,2,80,0.43325120210647583
10,2,85,0.6499999761581421
10,2,90,0.8833333253860474
10,2,95,1.2999391555786133
10,2,97.5,1.6340018212795258
10,3,80,0.0
10,3,85,0.016129031777381897
10,3,90,0.03333333507180214
10,3,95,0.12072072923183441
10,3,97.5,0.24231261387466713
10,4,80,0.0
10,4,85,0.0
10,4,90,0.0
10,4,95,0.0
10,4,97.5,0.0
10,5,80,0.0
10,5,85,0.0
10,5,90,0.0
10,5,95,0.0301695317029953
10,5,97.5,0.03333333507180214
10,6,80,0.46666666865348816
10,6,85,0.5499672889709473
10,6,90,0.6833136081695557
10,6,95,0.9498524367809296
10,6,97.5,1.2832956612110138
10,7,80,0.16665145754814148
10,7,85,0.2333044409751892
10,7,90,0.34993383288383484
10,7,95,0.8500452488660812
10,7,97.5,1.6394489109516144
26,1,80,0.06506849825382233
26,1,85,0.06596061587333679
26,1,90,0.06703336909413338
26,1,95,0.06852872483432293
26,1,97.5,0.06974940001964569
26,2,80,0.06828877329826355
26,2,85,0.06942954659461975
26,2,90,0.0707782506942749
26,2,95,0.07273972034454346
26,2,97.5,0.07408590614795685
26,3,80,0.07280797511339188
26,3,85,0.07328766584396362
26,3,90,0.07381201311945915
26,3,95,0.07446356639266014
26,3,97.5,0.07499892320483922
26,4,80,0.07221460938453675
26,4,85,0.07340123355388642
26,4,90,0.0752054750919342
26,4,95,0.07721461355686188
26,4,97.5,0.07935566455125809
26,5,80,0.07068540155887604
26,5,85,0.07168933004140854
26,5,90,0.07264230102300644
26,5,95,0.07360654026269912
26,5,97.5,0.07425050493329763
26,6,80,0.05363566800951958
26,6,85,0.05509656481444836
26,6,90,0.057178057730197906
26,6,95,0.05939694121479988
26,6,97.5,0.06160940695554018
26,7,80,0.07835616171360016
26,7,85,0.0785694345831871
26,7,90,0.079289510846138
26,7,95,0.08015189319849014
26,7,97.5,0.08061478193849325
27,1,80,0.26671838760375977
27,1,85,0.3666408061981201
27,1,90,0.5
27,1,95,0.7166700959205627
27,1,97.5,1.1499382108449936
27,2,80,7.133628845214844
27,2,85,9.285673141479492
27,2,90,11.949999809265137
27,2,95,15.614044189453125
27,2,97.5,19.68770408630371
27,3,80,11.115930938720703
27,3,85,12.466723251342774
27,3,90,14.767463588714602
27,3,95,18.372498989105214
27,3,97.5,21.47392091751097
27,4,80,21.299717330932616
27,4,85,24.6183334350586
27,4,90,28.507353210449214
27,4,95,34.779297256469654
27,4,97.5,40.07317523956298
27,5,80,12.8
27,5,85,13.966667175292969
27,5,90,15.350000381469727
27,5,95,17.24969425201416
27,5,97.5,18.261579608917227
27,6,80,5.787096977233887
27,6,85,7.333574295043945
27,6,90,9.116414070129395
27,6,95,11.396491527557373
27,6,97.5,13.457266807556152
27,7,80,0.1333363801240921
27,7,85,0.23329377174377441
27,7,90,0.48327553272247314
27,7,95,1.0499999523162842
27,7,97.5,1.6929242014884949
28,1,80,NaN
28,1,85,NaN
28,1,90,NaN
28,1,95,NaN
28,1,97.5,NaN
28,2,80,0.4000000059604645
28,2,85,0.6499999761581421
28,2,90,1.25
28,2,95,2.9050000905989872
28,2,97.5,9.449999809265137
28,3,80,0.05000000074505806
28,3,85,0.10000000149011612
28,3,90,0.25
28,3,95,0.6000000238418579
28,3,97.5,1.399999976158142
28,4,80,0.0
28,4,85,0.0
28,4,90,0.0
28,4,95,0.0
28,4,97.5,0.10000000149011612
28,5,80,0.05000000074505806
28,5,85,0.25
28,5,90,0.800000011920929
28,5,95,1.899999976158142
28,5,97.5,2.700000047683716
28,6,80,0.6000000238418579
28,6,85,0.9974999994039444
28,6,90,1.7999999523162842
28,6,95,3.5999999046325684
28,6,97.5,6.050000190734863
28,7,80,NaN
28,7,85,NaN
28,7,90,NaN
28,7,95,NaN
28,7,97.5,NaN
29,1,80,0.0006915127160027623
29,1,85,0.0014134310185909271
29,1,90,0.004461785312741995
29,1,95,0.012987308204174042
29,1,97.5,0.02606678381562233
29,2,80,0.43579551577568054
29,2,85,0.7665781378746033
29,2,90,1.1844533681869507
29,2,95,2.7929455280303843
29,2,97.5,4.977637004852292
29,3,80,2.0687458515167236
29,3,85,3.274087905883789
29,3,90,5.501518726348877
29,3,95,24.762819290161133
29,3,97.5,147.79063415527344
29,4,80,0.09362645447254181
29,4,85,0.15734133124351501
29,4,90,0.2980083286762188
29,4,95,0.7427590489387512
29,4,97.5,1.8068418502807617
29,5,80,0.23405201733112335
29,5,85,0.3158740997314453
29,5,90,0.5247651934623718
29,5,95,0.8960813879966736
29,5,97.5,1.7300286293029785
29,6,80,0.15642516314983368
29,6,85,0.2485174641013141
29,6,90,0.43395236134529114
29,6,95,0.8881785273551941
29,6,97.5,1.1549142599105835
29,7,80,NaN
29,7,85,NaN
29,7,90,NaN
29,7,95,NaN
29,7,97.5,NaN
30,1,80,0.0
30,1,85,0.0
30,1,90,0.0
30,1,95,0.0
30,1,97.5,0.0
30,2,80,0.16184276342391968
30,2,85,0.21663707494735718
30,2,90,0.26193344593048096
30,2,95,0.32687103748321533
30,2,97.5,0.3840675950050354
30,3,80,0.27231478691101074
30,3,85,0.3213626593351364
30,3,90,0.3866163194179535
30,3,95,0.5005781501531601
30,3,97.5,0.5424290001392365
30,4,80,0.18878155946731567
30,4,85,0.21989381313323975
30,4,90,0.26588523387908936
30,4,95,0.35839882493019104
30,4,97.5,0.46020761132240295
30,5,80,0.17145758867263794
30,5,85,0.19512701034545898
30,5,90,0.22383597493171692
30,5,95,0.25687946379184723
30,5,97.5,0.27638693153858185
30,6,80,0.0
30,6,85,0.10004371404647827
30,6,90,0.14393901824951172
30,6,95,0.196086585521698
30,6,97.5,0.23145100474357605
30,7,80,0.0
30,7,85,0.0
30,7,90,0.0
30,7,95,0.0
30,7,97.5,0.0
31,1,80,0.06666667014360428
31,1,85,0.06666667014360428
31,1,90,0.10000000149011612
31,1,95,0.10000000149011612
31,1,97.5,0.10000000149011612
31,2,80,0.06666667014360428
31,2,85,0.06666667014360428
31,2,90,0.10000000149011612
31,2,95,0.10000000149011612
31,2,97.5,0.10000000149011612
31,3,80,0.06666667014360428
31,3,85,0.06666667014360428
31,3,90,0.06666667014360428
31,3,95,0.10000000149011612
31,3,97.5,0.10000000149011612
31,4,80,0.06666667014360428
31,4,85,0.06666667014360428
31,4,90,0.06666667014360428
31,4,95,0.10000000149011612
31,4,97.5,0.10000000149011612
31,5,80,0.06666667014360428
31,5,85,0.06666667014360428
31,5,90,0.06666667014360428
31,5,95,0.06666667014360428
31,5,97.5,0.06666667014360428
31,6,80,0.06666667014360428
31,6,85,0.06666667014360428
31,6,90,0.06666667014360428
31,6,95,0.10000000149011612
31,6,97.5,0.10000000149011612
31,7,80,0.06666667014360428
31,7,85,0.06666667014360428
31,7,90,0.06666667014360428
31,7,95,0.06666667014360428
31,7,97.5,0.10000000149011612
34,1,80,0.0
34,1,85,0.0
34,1,90,0.0
34,1,95,0.0
34,1,97.5,0.0
34,2,80,0.0020534981042146685
34,2,85,0.006479192967526614
34,2,90,0.022203040122985858
34,2,95,0.08737703114747992
34,2,97.5,0.1623289577662943
34,3,80,0.3857637345790863
34,3,85,0.4313037097454071
34,3,90,0.4676116406917572
34,3,95,0.5193708837032318
34,3,97.5,0.5552475452423096
34,4,80,0.06772727519273758
34,4,85,0.17878177016973495
34,4,90,0.366375207901001
34,4,95,0.6162103414535522
34,4,97.5,0.6955833807587624
34,5,80,0.16455855667591107
34,5,85,0.21694592535495758
34,5,90,0.24693116545677185
34,5,95,0.28645674586296077
34,5,97.5,0.3124663695693016
34,6,80,0.0019527220632880957
34,6,85,0.003763434966094791
34,6,90,0.007158287893980745
34,6,95,0.017720556817948804
34,6,97.5,0.023555137775838356
34,7,80,0.0
34,7,85,0.0
34,7,90,0.0
34,7,95,0.0
34,7,97.5,0.0
